# port: port_a
# target_psig: -10.0
# ramp_rate: 2.0
# sample_rate_hz: 5.0
# switch_threshold_psig: 0.5

timestamp,elapsed_time_s,transducer_psia,alicat_psia,baro_psia,transducer_psig,alicat_psig,offset_abs,offset_gauge
1770310065.9876425,0.20873320000100648,13.632353894412518,10.0,13.707,-0.07464610558748319,-3.7070000000000007,3.6323538944125175,3.6323538944125175
1770310066.1952896,0.41588120000233175,13.077746527642011,7.82,13.706,-0.6282534723579882,-5.885999999999999,5.257746527642011,5.257746527642011
1770310066.40354,0.6256242000017664,12.41337015233934,6.12,13.706,-1.2926298476606597,-7.585999999999999,6.29337015233934,6.29337015233934
1770310066.6114345,0.8330298000000766,11.681894978903236,4.82,13.706,-2.024105021096764,-8.886,6.861894978903235,6.861894978903235
1770310066.818975,1.042098799996893,10.923281889577957,3.78,13.706,-2.782718110422042,-9.926,7.143281889577958,7.143281889577958
1770310069.0567894,3.2721297000025515,9.904144359904754,0.42,13.706,-3.801855640095246,-13.286,9.484144359904754,9.484144359904754
1770310069.2962625,3.5094526000029873,8.978347103248442,0.35,13.706,-4.727652896751557,-13.356,8.628347103248442,8.628347103248442
1770310069.5359955,3.7486322999975528,8.141900229856734,0.29,13.706,-5.564099770143265,-13.416,7.851900229856734,7.851900229856735
1770310069.775803,3.9886511000004248,7.385137665336161,0.25,13.706,-6.320862334663839,-13.456,7.135137665336161,7.135137665336161
1770310070.0160482,4.2292342000000644,6.700651851056363,0.22,13.706,-7.005348148943637,-13.485999999999999,6.480651851056363,6.480651851056362
1770310070.2556024,4.468571999997948,6.0791070000156875,0.19,13.706,-7.626892999984312,-13.516,5.889107000015687,5.889107000015688
1770310070.4949727,4.708246900001541,5.521093538626294,0.17,13.706,-8.184906461373705,-13.536,5.351093538626294,5.351093538626294
1770310070.735039,4.94739120000304,5.017532965145344,0.15,13.706,-8.688467034854655,-13.556,4.867532965145344,4.867532965145344
1770310070.974998,5.187462399997457,4.560282902957649,0.14,13.706,-9.14571709704235,-13.565999999999999,4.420282902957649,4.4202829029576485
1770310071.2144716,5.427623000003223,4.148640805818126,0.13,13.707,-9.558359194181875,-13.577,4.018640805818126,4.018640805818125
