time,phase,voltage,trans_psi,alicat_psi,DIO0,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,DIO9,DIO10,DIO11,DIO12,DIO13,DIO14,DIO15,DIO16,DIO17,DIO18,DIO19
1770755247.868423,start,0.9661063551902771,13.490557711720466,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.0916543,sweep,0.9667037725448608,13.507733460664749,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.1158717,sweep,0.9671777486801147,13.521360274553299,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.1406605,sweep,0.9669926166534424,13.516037728786468,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.1651893,sweep,0.9671629667282104,13.52093529343605,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.1898274,sweep,0.9664655327796936,13.500884067416191,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.2143915,sweep,0.9672530293464661,13.5235245937109,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.2389474,sweep,0.9672172665596008,13.522496413588524,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.283955,sweep,0.9666482210159302,13.506136354207992,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.308921,sweep,0.9672542810440063,13.523560580015182,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.333859,sweep,0.9671370387077332,13.520189862847328,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.358317,sweep,0.9665667414665222,13.503793817162514,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.382946,sweep,0.9665865302085876,13.504362743496895,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.4073443,sweep,0.9669148325920105,13.513801437020302,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.431762,sweep,0.9673530459403992,13.526400070786476,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.4567888,sweep,0.9671357870101929,13.520153876543045,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.5077949,sweep,0.9668605327606201,13.512240316867828,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755248.5323899,sweep,0.966972827911377,13.515468802452087,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
