# port: port_b
# start_pressure_psia: 15.0
# end_pressure_psia: 50.0
# rate_psi_s: 1.0
# no_dio: 9
# nc_dio: 11
# com_dio: 12

timestamp,elapsed_time,phase,transducer_voltage,transducer_pressure_calc,alicat_pressure,no_active,nc_active,switch_activated,com_state
464602.959345,0.35307229997124523,settle_start,1.0216865539550781,14.998488426208496,15.14,False,True,False,0
464603.0148602,0.408587499987334,settle_start,1.0206102132797241,14.967543631792068,15.14,False,True,False,0
464603.0403767,0.43410399998538196,settle_start,1.0193339586257935,14.930851310491562,15.14,False,True,False,0
464603.065823,0.4595502999727614,settle_start,1.0174885988235474,14.877797216176987,15.0,False,True,False,0
464603.1255445,0.5192718000034802,settle_start,1.0171973705291748,14.869424402713776,15.0,False,True,False,0
464603.1505359,0.5442631999612786,settle_start,1.0173084735870361,14.872618615627289,15.0,False,True,False,0
464603.1759984,0.5697257000138052,settle_start,1.015771746635437,14.828437715768814,14.93,False,True,False,0
464603.222609,0.6163362999795936,settle_start,1.0151582956314087,14.810800999403,14.93,False,True,False,0
464603.2480997,0.6418270000140183,settle_start,1.0159333944320679,14.833085089921951,14.93,False,True,False,0
464603.273126,0.6668533000047319,settle_start,1.0149619579315186,14.805156290531158,14.93,False,True,False,0
464603.2985471,0.6922743999748491,settle_start,1.0137807130813599,14.771195501089096,14.87,False,True,False,0
464603.3508316,0.7445589000126347,settle_start,1.0143892765045166,14.788691699504852,14.87,False,True,False,0
464603.3763114,0.7700386999640614,settle_start,1.013719081878662,14.769423604011536,14.87,False,True,False,0
464603.4020645,0.7957918000174686,settle_start,1.015034794807434,14.80725035071373,14.86,False,True,False,0
464603.4619713,0.8556986000039615,settle_start,1.0163395404815674,14.844761788845062,14.86,False,True,False,0
464603.4872985,0.8810258000157773,settle_start,1.016154408454895,14.839439243078232,14.86,False,True,False,0
464603.5127793,0.9065065999748185,settle_start,1.0164530277252197,14.848024547100067,14.91,False,True,False,0
464603.5736035,0.9673307999619283,settle_start,1.0175985097885132,14.880957156419754,14.91,False,True,False,0
464603.5989584,0.9926857000100426,settle_start,1.0161888599395752,14.840429723262787,14.91,False,True,False,0
464603.6295322,1.0232594999833964,settle_start,1.0178552865982056,14.88833948969841,14.94,False,True,False,0
464603.6876043,1.0813315999694169,settle_start,1.0179786682128906,14.891886711120605,14.94,False,True,False,0
464603.7131357,1.1068629999645054,settle_start,1.0173417329788208,14.873574823141098,14.94,False,True,False,0
464603.7379894,1.1317166999797337,settle_start,1.018213152885437,14.898628145456314,14.96,False,True,False,0
464603.7974513,1.1911786000127904,settle_start,1.0169479846954346,14.862254559993744,14.96,False,True,False,0
464603.8225154,1.2162427000002936,settle_start,1.017824411392212,14.887451827526093,14.96,False,True,False,0
