# port: port_b
# target_psig: -10.0
# ramp_rate: 2.0
# sample_rate_hz: 5.0
# switch_threshold_psig: 0.5

timestamp,elapsed_time_s,transducer_psia,alicat_psia,baro_psia,transducer_psig,alicat_psig,offset_abs,offset_gauge
1770310076.442047,0.2080874999955995,13.252212226390839,10.06,13.707,-0.4547877736091621,-3.6470000000000002,3.192212226390838,3.192212226390838
1770310076.6503575,0.41830320000008214,12.707612942159177,7.91,13.707,-0.9993870578408242,-5.797000000000001,4.797612942159176,4.797612942159176
1770310076.857903,0.6250698000003467,12.051143859773875,6.26,13.707,-1.6558561402261258,-7.447000000000001,5.791143859773875,5.791143859773875
1770310077.0660014,0.8325914999950328,11.332182681515814,4.96,13.707,-2.3748173184841868,-8.747,6.372182681515814,6.372182681515813
1770310077.2765577,1.041066599995247,10.580293458063903,3.93,13.707,-3.126706541936098,-9.777000000000001,6.650293458063903,6.650293458063903
1770310079.5115633,3.2761776999977883,9.559013497554812,0.44,13.707,-4.147986502445189,-13.267000000000001,9.119013497554812,9.119013497554812
1770310079.7510586,3.509761499997694,8.63164637391885,0.37,13.707,-5.075353626081151,-13.337000000000002,8.26164637391885,8.26164637391885
1770310079.990404,3.7491234999979497,7.793222492084979,0.31,13.707,-5.913777507915022,-13.397,7.4832224920849795,7.483222492084979
1770310080.2301373,3.9883607999945525,7.033789873253774,0.27,13.707,-6.673210126746227,-13.437000000000001,6.763789873253774,6.763789873253774
1770310080.4702756,4.228026899996621,6.345573800919776,0.23,13.707,-7.361426199080225,-13.477,6.115573800919775,6.115573800919775
1770310080.7099514,4.468370899994625,5.7230315623745245,0.2,13.707,-7.983968437625476,-13.507000000000001,5.523031562374524,5.523031562374525
1770310080.949855,4.708183299997472,5.160720774656379,0.17,13.707,-8.546279225343621,-13.537,4.990720774656379,4.9907207746563795
1770310081.1897953,4.9481397999988985,4.652171205692747,0.15,13.707,-9.054828794307253,-13.557,4.502171205692747,4.502171205692747
1770310081.4290974,5.187613999994937,4.192482266914778,0.14,13.707,-9.514517733085222,-13.567,4.052482266914779,4.052482266914778
1770310081.668927,5.427007699996466,3.777733185075462,0.12,13.707,-9.929266814924539,-13.587000000000002,3.657733185075462,3.657733185075463
