# port: port_a
# target_psig: -5.0
# ramp_rate: 0.1
# sample_rate_hz: 5.0
# switch_threshold_psig: 0.5

timestamp,elapsed_time_s,transducer_psia,alicat_psia,baro_psia,transducer_psig,alicat_psig,offset_abs,offset_gauge
1770310193.0429375,0.2094278000004124,13.644423358142376,10.0,13.706,-0.06157664185762357,-3.7059999999999995,3.644423358142376,3.644423358142376
1770310193.2505932,0.4160805000065011,13.089943451434374,7.84,13.706,-0.6160565485656253,-5.866,5.249943451434374,5.249943451434374
1770310193.4584036,0.624111900004209,12.425515053644776,6.17,13.706,-1.280484946355223,-7.536,6.255515053644777,6.255515053644777
1770310193.666911,0.833561000006739,11.697332246281206,4.85,13.706,-2.008667753718793,-8.856,6.847332246281207,6.847332246281207
1770310193.8743122,1.0416793000040343,10.939726859191806,3.82,13.706,-2.7662731408081935,-9.886,7.119726859191806,7.119726859191806
1770310194.0823064,1.2490172000034363,10.176816177242772,3.02,13.706,-3.5291838227572274,-10.686,7.1568161772427725,7.1568161772427725
1770310194.2899027,1.4583591000046,9.429340467042127,2.39,13.706,-4.276659532957872,-11.315999999999999,7.039340467042127,7.039340467042127
1770310194.4982958,1.6666880000047968,8.707913947272061,1.9,13.706,-4.998086052727938,-11.806,6.807913947272061,6.807913947272061
1770310194.7057216,1.8730447000052663,8.021251790673517,1.53,13.706,-5.684748209326482,-12.176,6.491251790673517,6.491251790673518
1770310194.913173,2.0815674000041327,7.371921203688666,1.23,13.706,-6.334078796311333,-12.475999999999999,6.141921203688666,6.141921203688666
1770310195.121087,2.287858800002141,6.766192536493437,1.0,13.706,-6.939807463506562,-12.706,5.766192536493437,5.766192536493437
1770310195.3292067,2.4969376000008197,6.203712072319058,0.82,13.706,-7.502287927680942,-12.886,5.3837120723190575,5.3837120723190575
1770310195.5367527,2.703967500005092,5.681603011202455,0.68,13.706,-8.024396988797545,-13.026,5.001603011202455,5.001603011202455
1770310195.7448936,2.91196740000305,5.201874940137542,0.57,13.706,-8.504125059862456,-13.136,4.631874940137542,4.631874940137543
1770310195.9526346,3.1213446000037948,4.760928602701852,0.48,13.706,-8.945071397298147,-13.225999999999999,4.280928602701852,4.280928602701852
1770310196.1605217,3.327198099999805,4.356635445374038,0.41,13.706,-9.34936455462596,-13.296,3.9466354453740378,3.9466354453740387
1770310196.367766,3.535354900006496,3.9873421272794483,0.35,13.706,-9.718657872720552,-13.356,3.637342127279448,3.6373421272794477
1770310196.5759168,3.7437650000065332,3.651904910608537,0.3,13.706,-10.054095089391463,-13.405999999999999,3.3519049106085372,3.3519049106085355
1770310196.7841675,3.950160100001085,3.343936070624954,0.26,13.706,-10.362063929375045,-13.446,3.0839360706249543,3.0839360706249543
1770310196.991269,4.150683300002129,3.0663312508082092,0.23,13.706,-10.63966874919179,-13.475999999999999,2.8363312508082092,2.8363312508082092
1770310197.1985981,4.357578800001647,2.812725315995428,0.21,13.706,-10.893274684004572,-13.495999999999999,2.602725315995428,2.6027253159954267
1770310197.4066832,4.562311500005308,2.581076869822216,0.19,13.706,-11.124923130177784,-13.516,2.391076869822216,2.391076869822216
1770310197.61588,4.771109500004968,2.368700235596304,0.17,13.706,-11.337299764403696,-13.536,2.198700235596304,2.198700235596304
1770310197.8221998,4.980147100002796,2.1795698146620435,0.15,13.706,-11.526430185337956,-13.556,2.0295698146620436,2.029569814662043
1770310198.0300157,5.18693140000687,2.007517819756184,0.14,13.706,-11.698482180243815,-13.565999999999999,1.8675178197561837,1.8675178197561841
1770310198.237683,5.3944678000043496,1.851397109169287,0.13,13.706,-11.854602890830712,-13.575999999999999,1.721397109169287,1.7213971091692866
1770310198.44555,5.601399700004549,1.7098344136522912,0.12,13.706,-11.996165586347708,-13.586,1.5898344136522913,1.5898344136522926
1770310198.653177,5.810126300006232,1.5799687521976264,0.11,13.706,-12.126031247802374,-13.596,1.4699687521976263,1.4699687521976266
1770310198.8611968,6.018988400006492,1.463593636511746,0.1,13.706,-12.242406363488254,-13.606,1.3635936365117458,1.3635936365117463
1770310199.0689514,6.226126600005955,1.3595161240330185,0.1,13.706,-12.346483875966982,-13.606,1.2595161240330184,1.2595161240330182
1770310199.2766626,6.433360000002722,1.2645191536275309,0.09,13.706,-12.44148084637247,-13.616,1.1745191536275308,1.1745191536275303
1770310199.484715,6.642639100005908,1.17819145345042,0.09,13.706,-12.52780854654958,-13.616,1.08819145345042,1.0881914534504205
1770310199.6923845,6.850079300005746,1.101025350600629,0.08,13.706,-12.60497464939937,-13.626,1.0210253506006288,1.0210253506006293
1770310199.9002273,7.0569015000000945,1.0302911469729086,0.08,13.706,-12.675708853027091,-13.626,0.9502911469729086,0.9502911469729085
1770310200.1086025,7.26592740000342,0.9650157781891233,0.08,13.706,-12.740984221810876,-13.626,0.8850157781891234,0.885015778189123
1770310200.3158734,7.4736788000009255,0.9079073794888443,0.07,13.706,-12.798092620511156,-13.636,0.8379073794888443,0.8379073794888434
1770310200.5241177,7.682360800004972,0.8552962253874826,0.07,13.706,-12.850703774612517,-13.636,0.7852962253874827,0.7852962253874818
1770310200.7315414,7.88934380000137,0.8079319635378975,0.07,13.706,-12.898068036462101,-13.636,0.7379319635378976,0.737931963537898
1770310200.9391284,8.096543700004986,0.7669010629666738,0.07,13.706,-12.939098937033325,-13.636,0.6969010629666739,0.6969010629666741
1770310201.1467125,8.303776700005983,0.7282484802972876,0.07,13.706,-12.977751519702712,-13.636,0.6582484802972877,0.6582484802972868
1770310201.3544183,8.510838600006537,0.6937344804440382,0.06,13.706,-13.012265519555962,-13.645999999999999,0.6337344804440381,0.633734480444037
1770310201.562687,8.72031920000154,0.6612737269730368,0.06,13.706,-13.044726273026964,-13.645999999999999,0.6012737269730368,0.6012737269730355
1770310201.7702656,8.927066700001888,0.6336097158370315,0.06,13.706,-13.072390284162967,-13.645999999999999,0.5736097158370315,0.5736097158370317
1770310201.9948251,9.136458800006949,0.6086056891719609,0.06,13.706,-13.097394310828038,-13.645999999999999,0.5486056891719608,0.5486056891719606
