time,phase,voltage,trans_psi,alicat_psi,DIO0,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,DIO9,DIO10,DIO11,DIO12,DIO13,DIO14,DIO15,DIO16,DIO17,DIO18,DIO19
1770328813.183344,start,1.0236504077911377,14.67194922399521,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.4078145,sweep,1.0240923166275024,14.684654103040696,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.4415607,sweep,1.0240700244903564,14.684013204097749,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.5053961,sweep,1.023930549621582,14.680003301620484,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.5733836,sweep,1.0240342617034912,14.682985023975373,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.6331542,sweep,1.0234899520874023,14.667336122512818,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.6778448,sweep,1.0270496606826782,14.769677744627,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.7047024,sweep,1.0297417640686035,14.847075716972352,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.7349455,sweep,1.0313550233840942,14.89345692229271,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.769535,sweep,1.0324671268463135,14.925429896831513,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.8033395,sweep,1.034664273262024,14.988597856283189,14.68,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.8582466,sweep,1.0380610227584839,15.086254404306413,15.05,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.922257,sweep,1.0398939847946167,15.138952062845231,15.05,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328813.9806957,sweep,1.0428329706192017,15.223447905302049,15.05,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328814.0148795,sweep,1.0448079109191895,15.280227438926698,15.05,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328814.078918,sweep,1.047365427017212,15.353756026744843,15.35,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328814.1050136,sweep,1.0490416288375854,15.401946829080583,15.35,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328814.1567771,sweep,1.050172209739685,15.434451030015946,15.35,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1770328814.2174795,sweep,1.0523260831832886,15.496374891519547,15.35,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
