time,phase,voltage,trans_psi,alicat_psi,DIO0,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,DIO9,DIO10,DIO11,DIO12,DIO13,DIO14,DIO15,DIO16,DIO17,DIO18,DIO19
1770329084.986644,sweep,0.8415806889533997,9.91044480741024,10.08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.042523,sweep,0.8391305804252625,9.840004187226295,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.067526,sweep,0.8391083478927612,9.839365001916885,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.0930414,sweep,0.8378111124038696,9.802069481611252,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.1181436,sweep,0.8365879058837891,9.766902294158935,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.145267,sweep,0.8354498147964478,9.734182175397873,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.1706803,sweep,0.8354078531265259,9.732975777387619,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.1963024,sweep,0.8344759345054626,9.706183117032051,9.87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.2505224,sweep,0.8318036794662476,9.629355784654617,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.275404,sweep,0.8313124179840088,9.615232017040253,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.3004212,sweep,0.8305470943450928,9.593228962421417,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.3253236,sweep,0.8290301561355591,9.549616988897323,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.350304,sweep,0.8280957341194153,9.52275235593319,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.375298,sweep,0.8283154368400574,9.52906880915165,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.400814,sweep,0.8268046379089355,9.485633339881897,9.66,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.458308,sweep,0.8252568244934082,9.441133704185486,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.4833887,sweep,0.8245223760604858,9.420018311738968,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.5085008,sweep,0.8226289749145508,9.365583028793335,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.5332782,sweep,0.8220266103744507,9.348265048265457,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.5592175,sweep,0.821910560131073,9.344928603768349,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.5846686,sweep,0.821160078048706,9.323352243900299,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.6117394,sweep,0.8193320631980896,9.270796816945076,9.45,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.6675057,sweep,0.8181347846984863,9.236375060081482,9.24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.6928608,sweep,0.8171436190605164,9.207879047989845,9.24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770329085.718773,sweep,0.8163610696792603,9.185380753278732,9.24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
