time,phase,voltage,trans_psi,alicat_psi,DIO0,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,DIO9,DIO10,DIO11,DIO12,DIO13,DIO14,DIO15,DIO16,DIO17,DIO18,DIO19
1770755078.3322227,start,0.9669160842895508,13.513837423324585,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.5560527,sweep,0.9669765830039978,13.515576761364937,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.5808034,sweep,0.967023491859436,13.516925390958786,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.6052935,sweep,0.9667297005653381,13.508478891253471,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.6296186,sweep,0.966711163520813,13.507945951223373,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.654352,sweep,0.9669061899185181,13.513552960157394,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.6787422,sweep,0.9675332307815552,13.531580384969711,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.7034326,sweep,0.9674505591392517,13.529203575253486,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.7480853,sweep,0.9662051200866699,13.49339720249176,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.7725348,sweep,0.9673900604248047,13.527464237213135,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.7969494,sweep,0.967048168182373,13.517634835243225,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.8214574,sweep,0.9663100242614746,13.496413197517395,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.8458889,sweep,0.9665667414665222,13.503793817162514,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.8702736,sweep,0.9671987295150757,13.521963473558426,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.895085,sweep,0.9675480723381042,13.532007079720497,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.9195879,sweep,0.9664347171783447,13.49999811887741,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.9717445,sweep,0.9676628708839417,13.535307537913322,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755078.9964557,sweep,0.9675270915031433,13.53140388071537,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.0211546,sweep,0.9662063717842102,13.493433188796043,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.0461416,sweep,0.9666457772254944,13.506066095232963,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.070495,sweep,0.967575192451477,13.532786782979965,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.0950825,sweep,0.9675455689430237,13.53193510711193,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.1194189,sweep,0.9661718010902405,13.492439281344414,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.1439035,sweep,0.9670197367668152,13.516817432045936,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.1955087,sweep,0.9674172401428223,13.52824565410614,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.2199104,sweep,0.9668086767196655,13.510749455690384,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.244484,sweep,0.965837299823761,13.482822369933128,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.269172,sweep,0.9669432044029236,13.514617126584053,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.293872,sweep,0.9671691060066223,13.521111797690391,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.3182285,sweep,0.9662248492240906,13.493964415192604,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.3429067,sweep,0.9667568802833557,13.509260308146477,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.3676367,sweep,0.9675801396369934,13.53292901456356,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.4192243,sweep,0.9664161801338196,13.499465178847313,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.4438474,sweep,0.9663372039794922,13.4971946144104,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.4687243,sweep,0.9671456813812256,13.520438339710235,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.4934602,sweep,0.9615862965583801,13.360606026053429,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.5177026,sweep,0.9563651084899902,13.210496869087219,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.5425532,sweep,0.9552850723266602,13.17944582939148,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.5673494,sweep,0.9543247818946838,13.15183747947216,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.5921683,sweep,0.952672004699707,13.104320135116577,13.56,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.643361,sweep,0.9487987160682678,12.9929630869627,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.667798,sweep,0.948544442653656,12.98565272629261,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.6924887,sweep,0.9472582936286926,12.948675941824913,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.716923,sweep,0.9447513818740845,12.876602228879928,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.7420354,sweep,0.9435614943504333,12.842392962574959,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1770755079.7663696,sweep,0.9425024390220642,12.811945121884346,13.12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
