port,source_file,offset_mean_torr,offset_std_torr,samples,valid_samples
port_a,torr_resolution_port_a_20260203_132456.csv,-253.609035581029,1278.7971988130075,1011,585
port_a,torr_resolution_port_a_20260203_132619.csv,717.6727302206612,0.5127602158231175,1325,1325
port_a,torr_resolution_port_a_20260203_132723.csv,20.074249890833926,0.5307658165853375,1338,1338
port_b,torr_resolution_port_b_20260203_133745.csv,-4.498782975698077,0.7702809093674463,1338,1338
