port,source_file,offset_mean_psi,offset_std_psi,samples
port_a,quick_static_port_a_20260203_132416.csv,0.4716189618771657,0.010766302320604356,936
port_a,quick_static_port_a_20260203_134432.csv,0.3568487875243326,0.01003842491123028,934
port_b,quick_static_port_b_20260203_133704.csv,-0.09730239324064273,0.020469251763030525,934
port_b,quick_static_port_b_20260203_135308.csv,-0.07824068753701499,0.014064604549271218,936
