# port: port_a
# ramp_rate_psi_s: 0.1
# start_pressure_psia: 15.0
# end_pressure_psia: 20.0
# settle_time_s: 3.0
# total_samples: 2758

timestamp,elapsed_time,phase,transducer_voltage,transducer_pressure_calc,alicat_pressure,alicat_setpoint,alicat_gauge,alicat_baro,ramp_rate_commanded,offset_calc
461021.6078073,0.0,start,1.035390019416809,15.392463058233261,15.03,15.0,1.3010000000000002,13.729,0.0,0.36246305823326175
461021.6445012,0.0,start,1.0355541706085205,15.397182404994965,15.03,15.0,1.3010000000000002,13.729,0.0,0.36718240499496524
461021.6530832,0.0,start,1.0345815420150757,15.369219332933426,15.03,15.0,1.3010000000000002,13.729,0.0,0.33921933293342654
461021.6615868,0.0,start,1.0347542762756348,15.3741854429245,15.02,15.0,1.2910000000000004,13.729,0.0,0.35418544292449994
461021.6921498,0.0,start,1.0343087911605835,15.361377745866776,15.02,15.0,1.2910000000000004,13.729,0.0,0.34137774586677594
461021.7006029,0.0,start,1.0343531370162964,15.362652689218521,15.02,15.0,1.2910000000000004,13.729,0.0,0.34265268921852154
461021.7089756,0.0,start,1.0350048542022705,15.381389558315277,15.02,15.0,1.2910000000000004,13.729,0.0,0.3613895583152775
461021.7172283,0.0,start,1.0342013835906982,15.358289778232574,15.0,15.0,1.2710000000000008,13.729,0.0,0.35828977823257446
461021.7563925,0.0,start,1.0344432592391968,15.365243703126907,15.0,15.0,1.2710000000000008,13.729,0.0,0.36524370312690735
461021.7649957,0.0,start,1.034433364868164,15.364959239959717,15.0,15.0,1.2710000000000008,13.729,0.0,0.3649592399597168
461021.7745774,0.0,start,1.0345149040222168,15.367303490638733,15.0,15.0,1.2710000000000008,13.729,0.0,0.3673034906387329
461021.8049795,0.0,start,1.03411865234375,15.355911254882812,15.0,15.0,1.2710000000000008,13.729,0.0,0.3559112548828125
461021.8142566,0.0,start,1.0343950986862183,15.363859087228775,15.0,15.0,1.2710000000000008,13.729,0.0,0.363859087228775
461021.8226193,0.0,start,1.033902645111084,15.349701046943665,15.0,15.0,1.2710000000000008,13.729,0.0,0.34970104694366455
461021.8312306,0.0,start,1.0340803861618042,15.35481110215187,14.99,15.0,1.261000000000001,13.729,0.0,0.3648111021518705
461021.868934,0.0,start,1.0343494415283203,15.362546443939209,14.99,15.0,1.261000000000001,13.729,0.0,0.37254644393920877
461021.8776858,0.0,start,1.0341557264328003,15.356977134943008,14.99,15.0,1.261000000000001,13.729,0.0,0.3669771349430082
461021.8862654,0.0,start,1.0346111059188843,15.370069295167923,14.99,15.0,1.261000000000001,13.729,0.0,0.38006929516792276
461021.9199894,0.0,start,1.0339409112930298,15.350801199674606,14.99,15.0,1.261000000000001,13.729,0.0,0.3608011996746061
461021.9286697,0.0,start,1.0342938899993896,15.360949337482452,14.99,15.0,1.261000000000001,13.729,0.0,0.3709493374824522
461021.9372236,0.0,start,1.0340372323989868,15.353570431470871,14.99,15.0,1.261000000000001,13.729,0.0,0.36357043147087076
461021.9796993,0.0,start,1.0344667434692383,15.3659188747406,14.99,15.0,1.261000000000001,13.729,0.0,0.3759188747406004
461021.9879251,0.0,start,1.0339593887329102,15.351332426071167,14.99,15.0,1.261000000000001,13.729,0.0,0.3613324260711668
461022.0276425,0.0,start,1.0337767601013184,15.346081852912903,14.99,15.0,1.261000000000001,13.729,0.0,0.3560818529129026
461022.0357549,0.0,start,1.0341050624847412,15.35552054643631,14.99,15.0,1.261000000000001,13.729,0.0,0.3655205464363096
461022.0444454,0.0,start,1.0340322256088257,15.353426486253738,14.98,15.0,1.2510000000000012,13.729,0.0,0.373426486253738
461022.0756652,0.0,start,1.0333669185638428,15.33429890871048,14.98,15.0,1.2510000000000012,13.729,0.0,0.3542989087104793
461022.084374,0.0,start,1.0338717699050903,15.348813384771347,14.98,15.0,1.2510000000000012,13.729,0.0,0.3688133847713466
461022.0946632,0.0,start,1.0336052179336548,15.341150015592575,14.98,15.0,1.2510000000000012,13.729,0.0,0.36115001559257465
461022.1393297,0.0,start,1.0337903499603271,15.346472561359406,14.98,15.0,1.2510000000000012,13.729,0.0,0.3664725613594051
461022.1482066,0.0,start,1.033686637878418,15.343490839004517,14.98,15.0,1.2510000000000012,13.729,0.0,0.3634908390045162
461022.1880009,0.0,start,1.033761978149414,15.345656871795654,14.98,15.0,1.2510000000000012,13.729,0.0,0.36565687179565387
461022.1966634,0.0,start,1.0338890552520752,15.349310338497162,14.98,15.0,1.2510000000000012,13.729,0.0,0.36931033849716144
461022.2071859,0.0,start,1.0337088108062744,15.34412831068039,14.98,15.0,1.2510000000000012,13.729,0.0,0.364128310680389
461022.2524391,0.0,start,1.033371925354004,15.334442853927612,14.98,15.0,1.2510000000000012,13.729,0.0,0.3544428539276119
461022.2612426,0.0,start,1.0339113473892212,15.34995123744011,14.98,15.0,1.2510000000000012,13.729,0.0,0.3699512374401088
461022.2996013,0.0,start,1.03335702419281,15.33401444554329,14.98,15.0,1.2510000000000012,13.729,0.0,0.35401444554328876
461022.3108934,0.0,start,1.0334867238998413,15.337743312120438,14.98,15.0,1.2510000000000012,13.729,0.0,0.3577433121204372
461022.3192731,0.0,start,1.0334595441818237,15.336961895227432,14.98,15.0,1.2510000000000012,13.729,0.0,0.3569618952274318
461022.362768,0.0,start,1.0335978269577026,15.34093752503395,14.98,15.0,1.2510000000000012,13.729,0.0,0.3609375250339504
461022.3714525,0.0,start,1.0336780548095703,15.343244075775146,14.98,15.0,1.2510000000000012,13.729,0.0,0.36324407577514606
461022.410928,0.0,start,1.0335125923156738,15.338487029075623,14.98,15.0,1.2510000000000012,13.729,0.0,0.35848702907562213
461022.4193676,0.0,start,1.0342013835906982,15.358289778232574,14.98,15.0,1.2510000000000012,13.729,0.0,0.37828977823257404
461022.4280733,0.0,start,1.0339964628219604,15.352398306131363,14.98,15.0,1.2510000000000012,13.729,0.0,0.3723983061313625
461022.4601064,0.0,start,1.034069299697876,15.354492366313934,14.98,15.0,1.2510000000000012,13.729,0.0,0.3744923663139339
461022.4688629,0.0,start,1.034218668937683,15.35878673195839,14.98,15.0,1.2510000000000012,13.729,0.0,0.37878673195838886
461022.4776113,0.0,start,1.0330547094345093,15.325322896242142,14.98,15.0,1.2510000000000012,13.729,0.0,0.3453228962421413
461022.4861192,0.0,start,1.0340088605880737,15.35275474190712,14.98,15.0,1.2510000000000012,13.729,0.0,0.3727547419071193
461022.5235476,0.0,start,1.0334718227386475,15.337314903736115,14.98,15.0,1.2510000000000012,13.729,0.0,0.3573149037361141
461022.5322786,0.0,start,1.033737301826477,15.344947427511215,14.98,15.0,1.2510000000000012,13.729,0.0,0.3649474275112148
461022.5406756,0.0,start,1.0337433815002441,15.345122218132019,14.98,15.0,1.2510000000000012,13.729,0.0,0.3651222181320186
461022.5716091,0.0,start,1.033803939819336,15.346863269805908,14.98,15.0,1.2510000000000012,13.729,0.0,0.3668632698059078
461022.580068,0.0,start,1.0340125560760498,15.352860987186432,14.98,15.0,1.2510000000000012,13.729,0.0,0.37286098718643146
461022.5884684,0.0,start,1.0340335369110107,15.353464186191559,14.98,15.0,1.2510000000000012,13.729,0.0,0.3734641861915584
461022.5974511,0.0,start,1.0339051485061646,15.34977301955223,14.98,15.0,1.2510000000000012,13.729,0.0,0.3697730195522304
461022.6350202,0.0,start,1.0338088274002075,15.347003787755966,14.98,15.0,1.2510000000000012,13.729,0.0,0.36700378775596576
461022.6439386,0.0,start,1.0340718030929565,15.3545643389225,14.98,15.0,1.2510000000000012,13.729,0.0,0.3745643389225002
461022.6534447,0.0,start,1.034097671508789,15.355308055877686,14.98,15.0,1.2510000000000012,13.729,0.0,0.3753080558776851
461022.6838456,0.0,start,1.0337693691253662,15.345869362354279,14.98,15.0,1.2510000000000012,13.729,0.0,0.36586936235427814
461022.691981,0.0,start,1.0336495637893677,15.34242495894432,14.98,15.0,1.2510000000000012,13.729,0.0,0.36242495894432025
461022.7005718,0.0,start,1.0332311391830444,15.330395251512527,14.98,15.0,1.2510000000000012,13.729,0.0,0.35039525151252704
461022.7090223,0.0,start,1.034018635749817,15.353035777807236,14.98,15.0,1.2510000000000012,13.729,0.0,0.3730357778072353
461022.7475626,0.0,start,1.0334941148757935,15.337955802679062,14.98,15.0,1.2510000000000012,13.729,0.0,0.35795580267906146
461022.7565847,0.0,start,1.0336434841156006,15.342250168323517,14.98,15.0,1.2510000000000012,13.729,0.0,0.3622501683235164
461022.7654138,0.0,start,1.034023642539978,15.353179723024368,14.98,15.0,1.2510000000000012,13.729,0.0,0.37317972302436786
461022.7953148,0.0,start,1.0335261821746826,15.338877737522125,14.98,15.0,1.2510000000000012,13.729,0.0,0.3588777375221248
461022.8036303,0.0,start,1.0334028005599976,15.33533051609993,14.98,15.0,1.2510000000000012,13.729,0.0,0.3553305160999294
461022.8127243,0.0,start,1.0330522060394287,15.325250923633575,14.98,15.0,1.2510000000000012,13.729,0.0,0.345250923633575
461022.8207919,0.0,start,1.033707618713379,15.344094038009644,14.98,15.0,1.2510000000000012,13.729,0.0,0.36409403800964313
461022.859207,0.0,start,1.0337730646133423,15.34597560763359,14.98,15.0,1.2510000000000012,13.729,0.0,0.36597560763359027
461022.8677662,0.0,start,1.0336273908615112,15.341787487268448,14.98,15.0,1.2510000000000012,13.729,0.0,0.36178748726844745
461022.8764515,0.0,start,1.0331509113311768,15.328088700771332,14.97,15.0,1.2410000000000014,13.729,0.0,0.35808870077133115
461022.9072937,0.0,start,1.0335323810577393,15.339055955410004,14.97,15.0,1.2410000000000014,13.729,0.0,0.369055955410003
461022.9160032,0.0,start,1.033619999885559,15.341574996709824,14.97,15.0,1.2410000000000014,13.729,0.0,0.37157499670982297
461022.9242293,0.0,start,1.0333422422409058,15.33358946442604,14.97,15.0,1.2410000000000014,13.729,0.0,0.36358946442604
461022.9327141,0.0,start,1.033478021621704,15.337493121623993,14.97,15.0,1.2410000000000014,13.729,0.0,0.3674931216239923
461022.9706196,0.0,start,1.0340667963027954,15.354420393705368,14.97,15.0,1.2410000000000014,13.729,0.0,0.3844203937053674
461022.9794541,0.0,start,1.0337039232254028,15.343987792730331,14.97,15.0,1.2410000000000014,13.729,0.0,0.3739877927303308
461022.9877549,0.0,start,1.0337237119674683,15.344556719064713,14.97,15.0,1.2410000000000014,13.729,0.0,0.3745567190647119
461023.0247445,0.0,start,1.0332003831863403,15.329511016607285,14.97,15.0,1.2410000000000014,13.729,0.0,0.3595110166072839
461023.0332004,0.0,start,1.0330374240875244,15.324825942516327,14.97,15.0,1.2410000000000014,13.729,0.0,0.35482594251632626
461023.0417735,0.0,start,1.033021330833435,15.324363261461258,14.97,15.0,1.2410000000000014,13.729,0.0,0.3543632614612573
461023.0851234,0.0,start,1.0338791608810425,15.349025875329971,14.97,15.0,1.2410000000000014,13.729,0.0,0.3790258753299707
461023.0948041,0.0,start,1.0335842370986938,15.340546816587448,14.97,15.0,1.2410000000000014,13.729,0.0,0.3705468165874475
461023.131083,0.0,start,1.0331052541732788,15.326776057481766,14.97,15.0,1.2410000000000014,13.729,0.0,0.3567760574817651
461023.1415278,0.0,start,1.0335286855697632,15.338949710130692,14.97,15.0,1.2410000000000014,13.729,0.0,0.3689497101306909
461023.1506248,0.0,start,1.0339508056640625,15.351085662841797,14.97,15.0,1.2410000000000014,13.729,0.0,0.38108566284179624
