# port: port_b
# low_psia: 15.0
# high_psia: 50.0
# rate_psi_s: 10.0
# hold_s: 3.0
# cycles: 3

timestamp,elapsed_time,phase,transducer_pressure,alicat_pressure,alicat_setpoint
467028.6242535,0.10266340000089258,ramp_up_1,13.679305911064148,13.74,15.45
467028.6812817,0.1596915999543853,ramp_up_1,13.644529432058334,13.74,15.45
467028.7064987,0.18490860000019893,ramp_up_1,13.680973276495934,13.74,15.45
467028.7313421,0.20975199999520555,ramp_up_1,13.660569041967392,13.74,16.52
467028.7929468,0.27135669998824596,ramp_up_1,13.669688999652863,13.74,16.52
467028.8177503,0.2961601999704726,ramp_up_1,13.690768405795097,13.74,16.52
467028.842966,0.3213759000063874,ramp_up_1,13.642719835042953,13.74,17.63
467028.904548,0.3829579000012018,ramp_up_1,13.669512495398521,13.74,17.63
467028.9291093,0.4075192000018433,ramp_up_1,13.670682907104492,13.74,17.63
467028.9546661,0.43307599995750934,ramp_up_1,13.650527149438858,13.74,18.75
467029.0165389,0.4949487999547273,ramp_up_1,13.691620081663132,13.74,18.75
467029.041352,0.5197618999518454,ramp_up_1,13.68033580482006,13.74,18.75
467029.0658853,0.5442951999721117,ramp_up_1,13.677390068769455,13.74,19.86
467029.1286683,0.6070781999733299,ramp_up_1,13.675119504332542,13.74,19.86
467029.1542545,0.6326643999782391,ramp_up_1,13.675508499145508,13.74,19.86
467029.1793353,0.657745199976489,ramp_up_1,13.679624646902084,13.74,21.0
467029.241194,0.7196038999827579,ramp_up_1,13.663017824292183,13.74,21.0
467029.2659074,0.7443172999774106,ramp_up_1,13.650206699967384,13.74,21.0
467029.2912154,0.7696252999594435,ramp_up_1,13.681151494383812,13.74,22.12
467029.3523541,0.8307639999547973,ramp_up_1,13.690449669957161,13.74,22.12
467029.377277,0.8556868999730796,ramp_up_1,13.670682907104492,13.74,22.12
467029.402178,0.8805878999992274,ramp_up_1,13.667985647916794,13.74,23.23
467029.4645436,0.9429534999653697,ramp_up_1,13.666601032018661,13.74,23.23
467029.4897308,0.9681406999588944,ramp_up_1,13.671392351388931,13.74,23.23
467029.5148594,0.9932692999718711,ramp_up_1,13.672386258840561,13.74,24.36
467029.5752461,1.0536560000036843,ramp_up_1,13.667666912078857,13.74,24.36
467029.5998729,1.0782827999792062,ramp_up_1,13.638319224119186,13.74,24.36
467029.6248182,1.10322809999343,ramp_up_1,13.683636263012886,13.74,25.45
467029.6743421,1.1527519999654032,ramp_up_1,13.647936135530472,13.74,25.45
467029.6992083,1.1776181999593973,ramp_up_1,13.669121786952019,13.74,25.45
467029.7245405,1.2029504000092857,ramp_up_1,13.696766123175621,13.74,25.45
467029.7489251,1.2273350000032224,ramp_up_1,13.657907769083977,13.74,26.69
467029.800729,1.2791388999903575,ramp_up_1,13.656523153185844,13.74,26.69
467029.8255946,1.3040044999797828,ramp_up_1,13.683990985155106,13.74,26.69
467029.8506227,1.3290325999842025,ramp_up_1,13.646375015377998,13.74,27.71
467029.9120381,1.3904479999910109,ramp_up_1,13.688461855053902,13.74,27.71
467029.9371863,1.4155961999786086,ramp_up_1,13.689135313034058,13.74,27.71
467029.9619757,1.4403855999698862,ramp_up_1,13.657907769083977,13.74,28.82
467030.0241504,1.502560299995821,ramp_up_1,13.682357892394066,13.74,28.82
467030.0485394,1.5269492999650538,ramp_up_1,13.672244027256966,13.74,28.82
467030.0735375,1.5519473999738693,ramp_up_1,13.695169016718864,13.74,29.95
467030.136069,1.6144788999808952,ramp_up_1,13.679624646902084,13.74,29.95
467030.1611279,1.6395377999870107,ramp_up_1,13.678063526749611,13.74,29.95
467030.1862583,1.6646681999554858,ramp_up_1,13.676289916038513,13.74,31.07
467030.2478162,1.7262260999996215,ramp_up_1,13.671712800860405,13.74,31.07
467030.2724993,1.7509091999963857,ramp_up_1,13.65450106561184,13.74,31.07
467030.2975332,1.7759430999867618,ramp_up_1,13.676432147622108,13.74,32.18
467030.3600613,1.8384711999678984,ramp_up_1,13.659150153398514,13.74,32.18
467030.385058,1.8634678999660537,ramp_up_1,13.66355076432228,13.74,32.18
467030.4094889,1.8878987999632955,ramp_up_1,13.662733361124992,13.74,33.3
467030.4714964,1.9499062999966554,ramp_up_1,13.653258681297302,13.74,33.3
467030.4962679,1.974677799968049,ramp_up_1,13.661244213581085,13.74,33.3
467030.5212869,1.9996967999613844,ramp_up_1,13.664294481277466,13.74,34.42
467030.5835392,2.061949099996127,ramp_up_1,13.657517060637474,13.74,34.42
467030.6087037,2.087113599991426,ramp_up_1,13.669831231236458,13.74,34.42
467030.633698,2.1121078999713063,ramp_up_1,13.669546768069267,13.74,35.54
467030.6954132,2.173823099990841,ramp_up_1,13.653755635023117,13.74,35.54
467030.7202567,2.198666599986609,ramp_up_1,13.67245651781559,13.74,35.54
467030.7448833,2.223293199960608,ramp_up_1,13.659647107124329,13.74,36.65
467030.8071492,2.2855590999824926,ramp_up_1,13.667312189936638,13.74,36.65
467030.8320122,2.3104220999521203,ramp_up_1,13.673486411571503,13.74,36.65
467030.8565825,2.3349923999630846,ramp_up_1,13.64871583878994,13.74,37.77
467030.9196742,2.3980840999865904,ramp_up_1,13.688425868749619,13.74,37.77
467030.9446972,2.423107099952176,ramp_up_1,13.674550577998161,13.74,37.77
467030.970482,2.4488918999559246,ramp_up_1,13.684983178973198,13.74,38.91
467031.0317422,2.5101521000033244,ramp_up_1,13.68069052696228,13.74,38.91
467031.0572835,2.535693399957381,ramp_up_1,13.643108829855919,13.74,38.91
467031.0819955,2.5604053999995813,ramp_up_1,13.680903017520905,13.74,40.03
467031.1428456,2.6212555000092834,ramp_up_1,13.681860938668251,13.74,40.03
467031.1677556,2.6461654999875464,ramp_up_1,13.65386188030243,13.74,40.03
467031.192532,2.670941899996251,ramp_up_1,13.694990798830986,13.74,41.13
467031.2546571,2.7330669999937527,ramp_up_1,13.662484884262085,13.74,41.13
467031.2793342,2.7577441000030376,ramp_up_1,13.655494973063469,13.74,41.13
467031.3043914,2.7828012999962084,ramp_up_1,13.690626174211502,13.74,42.25
467031.36711,2.8455198999727145,ramp_up_1,13.667809143662453,13.74,42.25
467031.3916663,2.870076199993491,ramp_up_1,13.658262491226196,13.74,42.25
467031.4163065,2.894716399954632,ramp_up_1,13.648645579814911,13.74,43.37
467031.4785528,2.9569627000018954,ramp_up_1,13.654288575053215,13.74,43.37
467031.503291,2.981700899952557,ramp_up_1,13.675792962312698,13.74,43.37
467031.529596,3.008005899959244,ramp_up_1,13.67373488843441,13.74,44.5
467031.590507,3.0689168999670073,ramp_up_1,13.664117977023125,13.74,44.5
467031.6153113,3.0937211999553256,ramp_up_1,13.673308193683624,13.74,44.5
467031.6401359,3.1185457999818027,ramp_up_1,13.67110788822174,13.74,45.61
467031.7024454,3.1808552999864332,ramp_up_1,13.668731078505516,13.74,45.61
467031.7271768,3.2055867000017315,ramp_up_1,13.672492504119873,13.74,45.61
467031.7518041,3.2302139999810606,ramp_up_1,13.67057666182518,13.74,46.72
467031.8142656,3.292675499978941,ramp_up_1,13.652725741267204,13.74,46.72
467031.839325,3.3177348999888636,ramp_up_1,13.671250119805336,13.74,46.72
467031.8639856,3.3423954999889247,ramp_up_1,13.64935502409935,13.74,47.85
467031.925967,3.4043768999981694,ramp_up_1,13.675011545419693,13.74,47.85
467031.950517,3.4289268999709748,ramp_up_1,13.691726326942444,13.74,47.85
467031.975034,3.45344389998354,ramp_up_1,13.658440709114075,13.74,48.95
467032.0234758,3.501885699981358,ramp_up_1,13.686794489622116,13.74,48.95
467032.0480478,3.526457700005267,ramp_up_1,13.657517060637474,13.74,48.95
467032.0733575,3.5517674000002444,ramp_up_1,13.673770874738693,13.74,48.95
467032.0978072,3.5762170999660157,ramp_up_1,13.688816577196121,13.74,50.0
467032.1508447,3.6292545999749564,ramp_up_1,13.675331994891167,13.74,50.0
467032.175906,3.6543158999993466,ramp_up_1,13.655813708901405,13.74,50.0
467032.2003124,3.6787222999846563,ramp_up_1,13.665891587734222,13.74,50.0
467032.2617907,3.740200600004755,ramp_up_1,13.653116449713707,13.74,50.0
467032.2870879,3.765497799962759,ramp_up_1,13.659859597682953,13.74,50.0
467032.312023,3.7904328999575227,ramp_up_1,13.682251647114754,13.74,50.0
467032.3741781,3.8525880000088364,ramp_up_1,13.637998774647713,13.74,50.0
467032.3993621,3.8777719999779947,ramp_up_1,13.65414634346962,13.74,50.0
467032.4245197,3.902929599978961,ramp_up_1,13.647084459662437,13.74,50.0
467032.4858579,3.964267799980007,ramp_up_1,13.650136440992355,13.74,50.0
467032.5110983,3.9895081999711692,ramp_up_1,13.693856373429298,13.74,50.0
467032.5362765,4.014686399954371,ramp_up_1,13.66039253771305,13.74,50.0
467032.5978615,4.076271399972029,ramp_up_1,13.653613403439522,13.74,50.0
467032.6224185,4.100828399998136,ramp_up_1,13.67969661951065,13.74,50.0
467032.6489724,4.127382299979217,ramp_up_1,13.651733547449112,13.74,50.0
467032.7100223,4.188432199996896,ramp_up_1,13.681718707084656,13.74,50.0
467032.7345995,4.213009400002193,ramp_up_1,13.671712800860405,13.74,50.0
467032.7592403,4.237650199967902,ramp_up_1,13.657162338495255,13.74,50.0
467032.8226758,4.301085699989926,ramp_up_1,13.665360361337662,13.74,50.0
467032.8477392,4.326149099972099,ramp_up_1,13.673308193683624,13.74,50.0
467032.8729781,4.3513879999518394,ramp_up_1,13.689916729927063,13.74,50.0
467032.9339868,4.412396700005047,ramp_up_1,13.684628456830978,13.74,50.0
467032.9587047,4.437114599975757,ramp_up_1,13.659256398677826,13.74,50.0
467032.9830896,4.461499499971978,ramp_up_1,13.663727268576622,13.74,50.0
467033.046114,4.524523900006898,ramp_up_1,13.690910637378693,13.74,50.0
467033.0707906,4.549200499954168,ramp_up_1,13.668163865804672,13.74,50.0
467033.0961131,4.574522999988403,ramp_up_1,13.682321906089783,13.74,50.0
467033.1580824,4.63649229996372,hold_high_1,13.66017833352089,13.74,50.0
467033.1828462,4.661256099992897,hold_high_1,13.641371205449104,13.74,50.0
467033.2075343,4.685944199969526,hold_high_1,13.66958275437355,13.74,50.0
467033.2695256,4.747935499995947,hold_high_1,13.670895397663116,13.74,50.0
467033.294641,4.77305089996662,hold_high_1,13.651697561144829,13.74,50.0
467033.3196779,4.7980877999798395,hold_high_1,13.647296950221062,13.74,50.0
467033.3815987,4.860008599993307,hold_high_1,13.65478552877903,13.74,50.0
467033.4068757,4.885285599972121,hold_high_1,13.682712614536285,13.74,50.0
467033.4316277,4.910037599969655,hold_high_1,13.638106733560562,13.74,50.0
467033.493651,4.972060900006909,hold_high_1,13.65975335240364,13.74,50.0
467033.5182488,4.996658699994441,hold_high_1,13.67841824889183,13.74,50.0
467033.5434805,5.021890399977565,hold_high_1,13.658262491226196,13.74,50.0
467033.6051854,5.083595299976878,hold_high_1,13.690235465765,13.74,50.0
467033.6303638,5.108773699961603,hold_high_1,13.672422245144844,13.74,50.0
467033.6551958,5.133605699986219,hold_high_1,13.661278486251831,13.74,50.0
467033.7170359,5.195445799967274,hold_high_1,13.668340370059013,13.74,50.0
467033.7420353,5.220445199985988,hold_high_1,13.660214319825172,13.74,50.0
467033.7664816,5.244891499984078,hold_high_1,13.672634735703468,13.74,50.0
467033.8286083,5.307018199993763,hold_high_1,13.684345707297325,13.74,50.0
467033.8532654,5.3316752999671735,hold_high_1,13.675189763307571,13.74,50.0
467033.8778011,5.356211000005715,hold_high_1,13.651661574840546,13.74,50.0
467033.9259135,5.404323399998248,hold_high_1,13.667382448911667,13.74,50.0
467033.9507748,5.429184699954931,hold_high_1,13.678490221500397,13.74,50.0
467033.9756726,5.454082499956712,hold_high_1,13.648112639784813,13.74,50.0
467034.0004455,5.478855399996974,hold_high_1,13.654429093003273,13.74,50.0
467034.0530246,5.53143450000789,hold_high_1,13.67174707353115,13.74,50.0
467034.0778581,5.556267999985721,hold_high_1,13.662591129541397,13.74,50.0
467034.1028177,5.581227599992417,hold_high_1,13.683315813541412,13.74,50.0
467034.1646912,5.643101099994965,hold_high_1,13.655034005641937,13.74,50.0
467034.1892476,5.667657499958295,hold_high_1,13.661490976810455,13.74,50.0
467034.2140719,5.692481799982488,hold_high_1,13.68285484611988,13.74,50.0
467034.2765292,5.754939100006595,hold_high_1,13.67157056927681,13.74,50.0
467034.3013002,5.7797100999741815,hold_high_1,13.649851977825165,13.74,50.0
467034.3260986,5.804508499975782,hold_high_1,13.684628456830978,13.74,50.0
467034.3882776,5.866687499976251,hold_high_1,13.625650331377983,13.74,50.0
