run_id,phase,elapsed_s,transducer_psi,transducer_raw_psi,alicat_psi,switch_activated
1,out,0.11156330001540482,19.98194866944728,19.98194866944728,20.0,False
1,out,0.15895260003162548,19.98937694171784,19.98937694171784,20.0,False
1,out,0.20773409999674186,19.95920044378323,19.95920044378323,20.0,False
1,out,0.25543920003110543,19.928883206863826,19.928883206863826,20.0,False
1,out,0.3033638999913819,19.828120959068066,19.828120959068066,19.91,False
1,out,0.3509627000312321,19.80704443793071,19.80704443793071,19.86,False
1,out,0.3990639999974519,19.71633987856043,19.71633987856043,19.79,False
1,out,0.44767680001677945,19.661461972465492,19.661461972465492,19.73,False
1,out,0.49489440000616014,19.59510182480631,19.59510182480631,19.67,False
1,out,0.5430756999994628,19.57825433852909,19.57825433852909,19.61,False
1,out,0.5906093000085093,19.464413663122034,19.464413663122034,19.55,False
1,out,0.6387022000271827,19.465443460571745,19.465443460571745,19.5,False
1,out,0.6871452000341378,19.37040345393819,19.37040345393819,19.44,False
1,out,0.7345039999927394,19.327148528392293,19.327148528392293,19.39,False
1,out,0.7824230000260286,19.25883519823683,19.25883519823683,19.33,False
1,out,0.8305737000191584,19.244723540517665,19.244723540517665,19.28,False
1,out,0.8785587000311352,19.151070327783057,19.151070327783057,19.23,False
1,out,0.9260905000264756,19.116630468406655,19.116630468406655,19.18,False
1,out,0.9745307000121102,19.088160001580395,19.088160001580395,19.13,False
1,out,1.0220570000237785,19.001152415054566,19.001152415054566,19.08,False
1,out,1.070092600013595,18.996459971342063,18.996459971342063,19.03,False
1,out,1.1179316000198014,18.908776151157596,18.908776151157596,18.98,False
1,out,1.1660129000083543,18.883470595160105,18.883470595160105,18.93,False
1,out,1.213925999996718,18.809115786633022,18.809115786633022,18.88,False
1,out,1.262324000010267,18.798666775176653,18.798666775176653,18.83,False
1,out,1.3097850999911316,18.71094519575236,18.71094519575236,18.78,False
1,out,1.3576493000146002,18.68695434783233,18.68695434783233,18.73,False
1,out,1.4057050999836065,18.624898753512927,18.624898753512927,18.68,False
1,out,1.4538274999940768,18.60545617766244,18.60545617766244,18.63,False
1,out,1.5015340999816544,18.519409735423007,18.519409735423007,18.59,False
1,out,1.549731899984181,18.50188601548714,18.50188601548714,18.54,False
1,out,1.59779410000192,18.427956856572607,18.427956856572607,18.49,False
1,out,1.6456272000214085,18.395861502723374,18.395861502723374,18.44,False
1,out,1.6938946000300348,18.32506292805595,18.32506292805595,18.39,False
1,out,1.741897700005211,18.295950554152704,18.295950554152704,18.34,False
1,out,1.7894104000297375,18.240753410848356,18.240753410848356,18.3,False
1,out,1.8379954000120051,18.21470296802891,18.21470296802891,18.25,False
1,out,1.8854860999854282,18.14706587153209,18.14706587153209,18.2,False
1,out,1.9342849000240676,18.11557466552002,18.11557466552002,18.15,False
1,out,1.9816130999824964,18.04509189540384,18.04509189540384,18.1,False
1,out,2.0294849000056274,18.02725237091673,18.02725237091673,18.05,False
1,out,2.077173900033813,17.954318682870245,17.954318682870245,18.01,False
1,out,2.124931199999992,17.896063041140266,17.896063041140266,17.96,False
1,out,2.17284459999064,17.88447781983105,17.88447781983105,17.91,False
1,out,2.2208660999895073,17.79921059099523,17.79921059099523,17.86,False
1,out,2.2691166999866255,17.776960100765205,17.776960100765205,17.82,False
1,out,2.316882200015243,17.685970630767173,17.685970630767173,17.77,False
1,out,2.3647158999810927,17.682132918937928,17.682132918937928,17.72,False
1,out,2.4127927999943495,17.610335440744286,17.610335440744286,17.67,False
1,out,2.4606864000088535,17.589828740862437,17.589828740862437,17.62,False
1,out,2.5089281999971718,17.510925660265812,17.510925660265812,17.58,False
1,out,2.5564518999890424,17.487466874361463,17.487466874361463,17.53,False
1,out,2.604626399988774,17.42085957531435,17.42085957531435,17.48,False
1,out,2.6523895999998786,17.3847136848296,17.3847136848296,17.43,False
1,out,2.7009212999837473,17.32467992616979,17.32467992616979,17.38,False
1,out,2.748776499996893,17.29535816011844,17.29535816011844,17.34,False
1,out,2.7965898999827914,17.2207184409636,17.2207184409636,17.29,False
1,out,2.8441067000385374,17.18233445735482,17.18233445735482,17.24,False
