# port: port_a
# ramp_rate_psi_s: 2.0
# start_pressure_psia: 15.0
# end_pressure_psia: 50.0
# settle_time_s: 3.0
# total_samples: 1417

timestamp,elapsed_time,phase,transducer_voltage,transducer_pressure_calc,alicat_pressure,alicat_setpoint,alicat_gauge,alicat_baro,ramp_rate_commanded,offset_calc
454338.6727686,0.0,start,1.0450239181518555,15.669437646865845,15.21,15.0,1.466000000000001,13.744,0.0,0.4594376468658439
454338.7088087,0.0,start,1.0437352657318115,15.632388889789581,15.21,15.0,1.466000000000001,13.744,0.0,0.42238888978958045
454338.7170962,0.0,start,1.0436785221099854,15.630757510662079,15.21,15.0,1.466000000000001,13.744,0.0,0.420757510662078
454338.7254585,0.0,start,1.0426725149154663,15.601834803819656,15.14,15.0,1.3960000000000008,13.744,0.0,0.4618348038196558
454338.7583324,0.0,start,1.041153073310852,15.558150857686996,15.14,15.0,1.3960000000000008,13.744,0.0,0.4181508576869959
454338.7674196,0.0,start,1.0418380498886108,15.577843934297562,15.14,15.0,1.3960000000000008,13.744,0.0,0.4378439342975611
454338.7759411,0.0,start,1.0416146516799927,15.57142123579979,15.1,15.0,1.3559999999999999,13.744,0.0,0.4714212357997898
454338.8052204,0.0,start,1.041106104850769,15.55680051445961,15.1,15.0,1.3559999999999999,13.744,0.0,0.45680051445961034
454338.8139738,0.0,start,1.0413271188735962,15.56315466761589,15.1,15.0,1.3559999999999999,13.744,0.0,0.46315466761589086
454338.8227471,0.0,start,1.0410407781600952,15.554922372102737,15.1,15.0,1.3559999999999999,13.744,0.0,0.4549223721027378
454338.8314927,0.0,start,1.0412863492965698,15.561982542276382,15.08,15.0,1.3360000000000003,13.744,0.0,0.4819825422763824
454338.8694571,0.0,start,1.0400816202163696,15.527346581220627,15.08,15.0,1.3360000000000003,13.744,0.0,0.44734658122062676
454338.8781473,0.0,start,1.0403828620910645,15.536007285118103,15.08,15.0,1.3360000000000003,13.744,0.0,0.45600728511810296
454338.8866855,0.0,start,1.0403507947921753,15.53508535027504,15.06,15.0,1.3160000000000007,13.744,0.0,0.4750853502750392
454338.9180648,0.0,start,1.0399088859558105,15.522380471229553,15.06,15.0,1.3160000000000007,13.744,0.0,0.4623804712295527
454338.9266707,0.0,start,1.0399508476257324,15.523586869239807,15.06,15.0,1.3160000000000007,13.744,0.0,0.46358686923980663
454338.9351561,0.0,start,1.0400915145874023,15.527631044387817,15.06,15.0,1.3160000000000007,13.744,0.0,0.4676310443878169
