timestamp,transducer_voltage,transducer_pressure,transducer_pressure_raw,alicat_pressure_psia,alicat_setpoint_psia,alicat_baro_psia,alicat_gauge_psig,offset_psi
1770164773.0005379,0.9871774315834045,14.00635115802288,14.00635115802288,13.74,15.0,13.737,0.0030000000000001137,0.26635115802288034
1770164773.043663,0.9867972731590271,13.99542160332203,13.99542160332203,13.74,15.0,13.737,0.0030000000000001137,0.2554216033220289
1770164773.0761266,0.9869922995567322,14.00102861225605,14.00102861225605,13.74,15.0,13.737,0.0030000000000001137,0.2610286122560499
1770164773.108735,0.9868059158325195,13.995670080184937,13.995670080184937,13.74,15.0,13.737,0.0030000000000001137,0.2556700801849363
1770164773.1404812,0.9871910214424133,14.006741866469383,14.006741866469383,13.74,15.0,13.737,0.0030000000000001137,0.266741866469383
1770164773.1726038,0.9870453476905823,14.00255374610424,14.00255374610424,13.74,15.0,13.737,0.0030000000000001137,0.2625537461042402
1770164773.2054603,0.9873428344726562,14.011106491088867,14.011106491088867,13.74,15.0,13.737,0.0030000000000001137,0.271106491088867
1770164773.236739,0.9873959422111511,14.012633338570595,14.012633338570595,13.74,15.0,13.737,0.0030000000000001137,0.2726333385705946
1770164773.2683568,0.9873341917991638,14.01085801422596,14.01085801422596,13.74,15.0,13.737,0.0030000000000001137,0.27085801422595956
1770164773.3014262,0.9870762228965759,14.003441408276558,14.003441408276558,13.74,15.0,13.737,0.0030000000000001137,0.2634414082765577
1770164773.33296,0.9872070550918579,14.007202833890915,14.007202833890915,13.74,15.0,13.737,0.0030000000000001137,0.2672028338909147
1770164773.3643484,0.9875674843788147,14.017565175890923,14.017565175890923,13.74,15.0,13.737,0.0030000000000001137,0.27756517589092233
1770164773.3966784,0.9873959422111511,14.012633338570595,14.012633338570595,13.74,15.0,13.737,0.0030000000000001137,0.2726333385705946
1770164773.428696,0.9870157241821289,14.001702070236206,14.001702070236206,13.74,15.0,13.737,0.0030000000000001137,0.26170207023620584
1770164773.4602034,0.987703263759613,14.021468833088875,14.021468833088875,13.74,15.0,13.737,0.0030000000000001137,0.2814688330888746
1770164773.492168,0.9877810478210449,14.023705124855042,14.023705124855042,13.74,15.0,13.737,0.0030000000000001137,0.2837051248550413
1770164773.5249827,0.9868602156639099,13.99723120033741,13.99723120033741,13.74,15.0,13.737,0.0030000000000001137,0.25723120033740976
1770164773.5565748,0.9874452948570251,14.014052227139473,14.014052227139473,13.74,15.0,13.737,0.0030000000000001137,0.27405222713947275
1770164773.5887182,0.9874354004859924,14.013767763972282,14.013767763972282,13.74,15.0,13.737,0.0030000000000001137,0.2737677639722822
1770164773.6207416,0.9871663451194763,14.006032422184944,14.006032422184944,13.74,15.0,13.737,0.0030000000000001137,0.26603242218494394
1770164773.652799,0.9874588847160339,14.014442935585976,14.014442935585976,13.74,15.0,13.737,0.0030000000000001137,0.27444293558597543
1770164773.6844604,0.9872182011604309,14.007523283362389,14.007523283362389,13.74,15.0,13.737,0.0030000000000001137,0.2675232833623884
1770164773.7162204,0.9867540597915649,13.994179219007492,13.994179219007492,13.74,15.0,13.737,0.0030000000000001137,0.25417921900749185
1770164773.747627,0.9870293140411377,14.002092778682709,14.002092778682709,13.74,15.0,13.737,0.0030000000000001137,0.2620927786827085
1770164773.7796981,0.9876822829246521,14.020865634083748,14.020865634083748,13.74,15.0,13.737,0.0030000000000001137,0.28086563408374765
1770164773.811711,0.986793577671051,13.995315358042717,13.995315358042717,13.74,15.0,13.737,0.0030000000000001137,0.25531535804271677
1770164773.8437223,0.9866701364517212,13.991766422986984,13.991766422986984,13.74,15.0,13.737,0.0030000000000001137,0.25176642298698404
1770164773.8757389,0.9867306351661682,13.993505761027336,13.993505761027336,13.74,15.0,13.737,0.0030000000000001137,0.2535057610273359
1770164773.907765,0.9867429733276367,13.993860483169556,13.993860483169556,13.74,15.0,13.737,0.0030000000000001137,0.25386048316955545
1770164773.9396055,0.9872872829437256,14.00950938463211,14.00950938463211,13.74,15.0,13.737,0.0030000000000001137,0.2695093846321104
1770164773.9723246,0.9867725968360901,13.99471215903759,13.99471215903759,13.74,15.0,13.737,0.0030000000000001137,0.2547121590375898
1770164774.0044603,0.9872996211051941,14.00986410677433,14.00986410677433,13.74,15.0,13.737,0.0030000000000001137,0.2698641067743299
1770164774.0359054,0.9873983860015869,14.012703597545624,14.012703597545624,13.74,15.0,13.737,0.0030000000000001137,0.27270359754562357
1770164774.067631,0.9868219494819641,13.996131047606468,13.996131047606468,13.74,15.0,13.737,0.0030000000000001137,0.256131047606468
1770164774.1012092,0.9870737791061401,14.003371149301529,14.003371149301529,13.74,15.0,13.737,0.0030000000000001137,0.2633711493015287
1770164774.1322024,0.9872156977653503,14.007451310753822,14.007451310753822,13.74,15.0,13.737,0.0030000000000001137,0.2674513107538221
1770164774.1636004,0.9875761270523071,14.01781365275383,14.01781365275383,13.74,15.0,13.737,0.0030000000000001137,0.27781365275382974
1770164774.1959276,0.9875773787498474,14.017849639058113,14.017849639058113,13.74,15.0,13.737,0.0030000000000001137,0.2778496390581129
1770164774.227459,0.9870169758796692,14.00173805654049,14.00173805654049,13.74,15.0,13.737,0.0030000000000001137,0.261738056540489
1770164774.2597127,0.987140417098999,14.005286991596222,14.005286991596222,13.74,15.0,13.737,0.0030000000000001137,0.2652869915962217
1770164774.2920187,0.9872046113014221,14.007132574915886,14.007132574915886,13.74,15.0,13.737,0.0030000000000001137,0.2671325749158857
1770164774.323308,0.9872638583183289,14.008835926651955,14.008835926651955,13.74,15.0,13.737,0.0030000000000001137,0.26883592665195444
1770164774.3553462,0.9876329302787781,14.01944674551487,14.01944674551487,13.74,15.0,13.737,0.0030000000000001137,0.2794467455148695
1770164774.3873172,0.9875069856643677,14.01582583785057,14.01582583785057,13.74,15.0,13.737,0.0030000000000001137,0.27582583785057047
1770164774.4203546,0.9871873259544373,14.006635621190071,14.006635621190071,13.74,15.0,13.737,0.0030000000000001137,0.2666356211900709
1770164774.4515576,0.9873663187026978,14.01178166270256,14.01178166270256,13.74,15.0,13.737,0.0030000000000001137,0.2717816627025602
1770164774.483859,0.9872626066207886,14.008799940347672,14.008799940347672,13.74,15.0,13.737,0.0030000000000001137,0.2687999403476713
1770164774.5155885,0.9872996211051941,14.00986410677433,14.00986410677433,13.74,15.0,13.737,0.0030000000000001137,0.2698641067743299
1770164774.5471132,0.9874922037124634,14.015400856733322,14.015400856733322,13.74,15.0,13.737,0.0030000000000001137,0.27540085673332193
1770164774.5791657,0.987186074256897,14.006599634885788,14.006599634885788,13.74,15.0,13.737,0.0030000000000001137,0.26659963488578775
1770164774.6109064,0.9867157936096191,13.99307906627655,13.99307906627655,13.74,15.0,13.737,0.0030000000000001137,0.2530790662765501
1770164774.6437836,0.9869096279144287,13.998651802539825,13.998651802539825,13.74,15.0,13.737,0.0030000000000001137,0.2586518025398252
1770164774.6752982,0.9873058199882507,14.010042324662209,14.010042324662209,13.74,15.0,13.737,0.0030000000000001137,0.27004232466220834
1770164774.7073193,0.9869564771652222,13.999998718500137,13.999998718500137,13.74,15.0,13.737,0.0030000000000001137,0.2599987185001371
1770164774.7401106,0.9869108200073242,13.998686075210571,13.998686075210571,13.74,15.0,13.737,0.0030000000000001137,0.2586860752105711
1770164774.7709305,0.987352728843689,14.011390954256058,14.011390954256058,13.74,15.0,13.737,0.0030000000000001137,0.2713909542560575
1770164774.8033426,0.9868367910385132,13.996557742357254,13.996557742357254,13.74,15.0,13.737,0.0030000000000001137,0.2565577423572538
1770164774.8358493,0.9872292876243591,14.007842019200325,14.007842019200325,13.74,15.0,13.737,0.0030000000000001137,0.2678420192003248
1770164774.8683078,0.987165093421936,14.005996435880661,14.005996435880661,13.74,15.0,13.737,0.0030000000000001137,0.2659964358806608
1770164774.9004552,0.9870071411132812,14.001455307006836,14.001455307006836,13.74,15.0,13.737,0.0030000000000001137,0.2614553070068357
1770164774.931454,0.9871527552604675,14.005641713738441,14.005641713738441,13.74,15.0,13.737,0.0030000000000001137,0.26564171373844125
1770164774.964001,0.9873021245002747,14.009936079382896,14.009936079382896,13.74,15.0,13.737,0.0030000000000001137,0.2699360793828962
1770164774.9957,0.9874169230461121,14.013236537575722,14.013236537575722,13.74,15.0,13.737,0.0030000000000001137,0.2732365375757215
1770164775.0276883,0.9870441555976868,14.002519473433495,14.002519473433495,13.74,15.0,13.737,0.0030000000000001137,0.26251947343349435
1770164775.0591335,0.9873095154762268,14.01014856994152,14.01014856994152,13.74,15.0,13.737,0.0030000000000001137,0.2701485699415205
1770164775.091214,0.9869762659072876,14.000567644834518,14.000567644834518,13.74,15.0,13.737,0.0030000000000001137,0.2605676448345182
1770164775.1230206,0.9867232441902161,13.993293270468712,13.993293270468712,13.74,15.0,13.737,0.0030000000000001137,0.25329327046871164
1770164775.154783,0.9870997071266174,14.004116579890251,14.004116579890251,13.74,15.0,13.737,0.0030000000000001137,0.26411657989025095
1770164775.187857,0.9876958727836609,14.02125634253025,14.02125634253025,13.74,15.0,13.737,0.0030000000000001137,0.28125634253025034
1770164775.219154,0.9869540333747864,13.999928459525108,13.999928459525108,13.74,15.0,13.737,0.0030000000000001137,0.2599284595251081
1770164775.2519863,0.9871601462364197,14.005854204297066,14.005854204297066,13.74,15.0,13.737,0.0030000000000001137,0.2658542042970655
1770164775.282898,0.9876020550727844,14.018559083342552,14.018559083342552,13.74,15.0,13.737,0.0030000000000001137,0.27855908334255197
1770164775.3150811,0.9872206449508667,14.007593542337418,14.007593542337418,13.74,15.0,13.737,0.0030000000000001137,0.2675935423374174
1770164775.3469946,0.987030565738678,14.002128764986992,14.002128764986992,13.74,15.0,13.737,0.0030000000000001137,0.26212876498699167
1770164775.378301,0.9872095584869385,14.007274806499481,14.007274806499481,13.74,15.0,13.737,0.0030000000000001137,0.267274806499481
1770164775.410613,0.9868873953819275,13.998012617230415,13.998012617230415,13.74,15.0,13.737,0.0030000000000001137,0.25801261723041513
1770164775.4432085,0.9873231053352356,14.010539278388023,14.010539278388023,13.74,15.0,13.737,0.0030000000000001137,0.27053927838802316
1770164775.4746652,0.9878883957862854,14.026791378855705,14.026791378855705,13.74,15.0,13.737,0.0030000000000001137,0.28679137885570505
1770164775.506977,0.9872182011604309,14.007523283362389,14.007523283362389,13.74,15.0,13.737,0.0030000000000001137,0.2675232833623884
1770164775.539232,0.987030565738678,14.002128764986992,14.002128764986992,13.74,15.0,13.737,0.0030000000000001137,0.26212876498699167
1770164775.5708916,0.9877069592475891,14.021575078368187,14.021575078368187,13.74,15.0,13.737,0.0030000000000001137,0.28157507836818674
1770164775.6026013,0.9871639013290405,14.005962163209915,14.005962163209915,13.74,15.0,13.737,0.0030000000000001137,0.26596216320991495
1770164775.63549,0.986970067024231,14.00038942694664,14.00038942694664,13.74,15.0,13.737,0.0030000000000001137,0.2603894269466398
1770164775.6670158,0.9871478080749512,14.005499482154846,14.005499482154846,13.74,15.0,13.737,0.0030000000000001137,0.265499482154846
1770164775.699145,0.9870268702507019,14.00202251970768,14.00202251970768,13.74,15.0,13.737,0.0030000000000001137,0.26202251970767954
1770164775.7309105,0.9872922301292419,14.009651616215706,14.009651616215706,13.74,15.0,13.737,0.0030000000000001137,0.26965161621570566
1770164775.7625475,0.9873329997062683,14.010823741555214,14.010823741555214,13.74,15.0,13.737,0.0030000000000001137,0.2708237415552137
1770164775.7944357,0.9876008033752441,14.018523097038269,14.018523097038269,13.74,15.0,13.737,0.0030000000000001137,0.27852309703826883
1770164775.8259478,0.9870601892471313,14.002980440855026,14.002980440855026,13.74,15.0,13.737,0.0030000000000001137,0.26298044085502603
1770164775.857862,0.9870787262916565,14.003513380885124,14.003513380885124,13.74,15.0,13.737,0.0030000000000001137,0.263513380885124
1770164775.8898168,0.9873403906822205,14.011036232113838,14.011036232113838,13.74,15.0,13.737,0.0030000000000001137,0.271036232113838
1770164775.9217844,0.9868602156639099,13.99723120033741,13.99723120033741,13.74,15.0,13.737,0.0030000000000001137,0.25723120033740976
1770164775.9543524,0.9871959686279297,14.006884098052979,14.006884098052979,13.74,15.0,13.737,0.0030000000000001137,0.2668840980529783
1770164775.9868736,0.987005889415741,14.001419320702553,14.001419320702553,13.74,15.0,13.737,0.0030000000000001137,0.2614193207025526
1770164776.0182202,0.9866763353347778,13.991944640874863,13.991944640874863,13.74,15.0,13.737,0.0030000000000001137,0.25194464087486246
1770164776.0514975,0.987165093421936,14.005996435880661,14.005996435880661,13.74,15.0,13.737,0.0030000000000001137,0.2659964358806608
1770164776.0826519,0.9865751266479492,13.98903489112854,13.98903489112854,13.74,15.0,13.737,0.0030000000000001137,0.24903489112853983
1770164776.114499,0.9870824217796326,14.003619626164436,14.003619626164436,13.74,15.0,13.737,0.0030000000000001137,0.2636196261644361
1770164776.1462288,0.9874008893966675,14.01277557015419,14.01277557015419,13.74,15.0,13.737,0.0030000000000001137,0.27277557015418985
1770164776.178115,0.9872552156448364,14.008587449789047,14.008587449789047,13.74,15.0,13.737,0.0030000000000001137,0.26858744978904703
1770164776.2097435,0.9872156977653503,14.007451310753822,14.007451310753822,13.74,15.0,13.737,0.0030000000000001137,0.2674513107538221
1770164776.2424505,0.9871577024459839,14.005783945322037,14.005783945322037,13.74,15.0,13.737,0.0030000000000001137,0.26578394532203653
1770164776.2746997,0.9868910908699036,13.998118862509727,13.998118862509727,13.74,15.0,13.737,0.0030000000000001137,0.25811886250972726
1770164776.3059838,0.9870009422302246,14.001277089118958,14.001277089118958,13.74,15.0,13.737,0.0030000000000001137,0.2612770891189573
1770164776.33855,0.9873663187026978,14.01178166270256,14.01178166270256,13.74,15.0,13.737,0.0030000000000001137,0.2717816627025602
1770164776.370581,0.9875378608703613,14.016713500022888,14.016713500022888,13.74,15.0,13.737,0.0030000000000001137,0.27671350002288797
1770164776.4021194,0.9871540069580078,14.005677700042725,14.005677700042725,13.74,15.0,13.737,0.0030000000000001137,0.2656777000427244
1770164776.4343064,0.987165093421936,14.005996435880661,14.005996435880661,13.74,15.0,13.737,0.0030000000000001137,0.2659964358806608
1770164776.4663508,0.98698490858078,14.000816121697426,14.000816121697426,13.74,15.0,13.737,0.0030000000000001137,0.26081612169742563
1770164776.4989052,0.9869009852409363,13.998403325676918,13.998403325676918,13.74,15.0,13.737,0.0030000000000001137,0.2584033256769178
1770164776.5305753,0.9874477386474609,14.014122486114502,14.014122486114502,13.74,15.0,13.737,0.0030000000000001137,0.27412248611450174
1770164776.5617445,0.9875897169113159,14.018204361200333,14.018204361200333,13.74,15.0,13.737,0.0030000000000001137,0.27820436120033243
1770164776.5940237,0.9875884652137756,14.01816837489605,14.01816837489605,13.74,15.0,13.737,0.0030000000000001137,0.2781683748960493
1770164776.626239,0.9873107671737671,14.010184556245804,14.010184556245804,13.74,15.0,13.737,0.0030000000000001137,0.2701845562458036
1770164776.6579316,0.9866763353347778,13.991944640874863,13.991944640874863,13.74,15.0,13.737,0.0030000000000001137,0.25194464087486246
1770164776.6905403,0.9869256615638733,13.999112769961357,13.999112769961357,13.74,15.0,13.737,0.0030000000000001137,0.2591127699613569
1770164776.7216353,0.9868738055229187,13.997621908783913,13.997621908783913,13.74,15.0,13.737,0.0030000000000001137,0.25762190878391245
1770164776.7541893,0.9881216883659363,14.033498540520668,14.033498540520668,13.74,15.0,13.737,0.0030000000000001137,0.2934985405206678
1770164776.7863457,0.9880081415176392,14.030234068632126,14.030234068632126,13.74,15.0,13.737,0.0030000000000001137,0.29023406863212564
1770164776.8180628,0.9872428774833679,14.008232727646828,14.008232727646828,13.74,15.0,13.737,0.0030000000000001137,0.2682327276468275
1770164776.8500397,0.9872984290122986,14.009829834103584,14.009829834103584,13.74,15.0,13.737,0.0030000000000001137,0.2698298341035841
1770164776.8820388,0.9876662492752075,14.020404666662216,14.020404666662216,13.74,15.0,13.737,0.0030000000000001137,0.280404666662216
1770164776.9147174,0.9869441390037537,13.999643996357918,13.999643996357918,13.74,15.0,13.737,0.0030000000000001137,0.2596439963579176
1770164776.9465885,0.9867367744445801,13.993682265281677,13.993682265281677,13.74,15.0,13.737,0.0030000000000001137,0.25368226528167703
1770164776.9777675,0.9870145320892334,14.00166779756546,14.00166779756546,13.74,15.0,13.737,0.0030000000000001137,0.26166779756546
1770164777.0099251,0.9870589375495911,14.002944454550743,14.002944454550743,13.74,15.0,13.737,0.0030000000000001137,0.2629444545507429
1770164777.0424402,0.9869861006736755,14.000850394368172,14.000850394368172,13.74,15.0,13.737,0.0030000000000001137,0.2608503943681715
1770164777.074016,0.9873008728027344,14.009900093078613,14.009900093078613,13.74,15.0,13.737,0.0030000000000001137,0.26990009307861307
1770164777.1060116,0.9874156713485718,14.013200551271439,14.013200551271439,13.74,15.0,13.737,0.0030000000000001137,0.2732005512714384
1770164777.1379132,0.9869429469108582,13.999609723687172,13.999609723687172,13.74,15.0,13.737,0.0030000000000001137,0.2596097236871717
1770164777.1702373,0.9871132373809814,14.004505574703217,14.004505574703217,13.74,15.0,13.737,0.0030000000000001137,0.26450557470321634
1770164777.2019641,0.9869306087493896,13.999255001544952,13.999255001544952,13.74,15.0,13.737,0.0030000000000001137,0.2592550015449522
1770164777.2346103,0.9868960380554199,13.998261094093323,13.998261094093323,13.74,15.0,13.737,0.0030000000000001137,0.25826109409332254
1770164777.2663934,0.9875625371932983,14.017422944307327,14.017422944307327,13.74,15.0,13.737,0.0030000000000001137,0.27742294430732706
1770164777.2999454,0.9872638583183289,14.008835926651955,14.008835926651955,13.74,15.0,13.737,0.0030000000000001137,0.26883592665195444
1770164777.33084,0.9872058629989624,14.007168561220169,14.007168561220169,13.74,15.0,13.737,0.0030000000000001137,0.26716856122016885
1770164777.361387,0.9873588681221008,14.011567458510399,14.011567458510399,13.74,15.0,13.737,0.0030000000000001137,0.27156745851039865
1770164777.3938315,0.9867503643035889,13.99407297372818,13.99407297372818,13.74,15.0,13.737,0.0030000000000001137,0.2540729737281797
1770164777.4252472,0.9871700406074524,14.006138667464256,14.006138667464256,13.74,15.0,13.737,0.0030000000000001137,0.2661386674642561
1770164777.4576647,0.9869663715362549,14.000283181667328,14.000283181667328,13.74,15.0,13.737,0.0030000000000001137,0.26028318166732767
1770164777.4898565,0.9871786832809448,14.006387144327164,14.006387144327164,13.74,15.0,13.737,0.0030000000000001137,0.2663871443271635
1770164777.5223627,0.9866108894348145,13.990063071250916,13.990063071250916,13.74,15.0,13.737,0.0030000000000001137,0.2500630712509153
1770164777.553518,0.9874082803726196,14.012988060712814,14.012988060712814,13.74,15.0,13.737,0.0030000000000001137,0.2729880607128141
1770164777.5854557,0.9871256351470947,14.004862010478973,14.004862010478973,13.74,15.0,13.737,0.0030000000000001137,0.2648620104789732
1770164777.6181483,0.9870762228965759,14.003441408276558,14.003441408276558,13.74,15.0,13.737,0.0030000000000001137,0.2634414082765577
1770164777.650046,0.9874230623245239,14.013413041830063,14.013413041830063,13.74,15.0,13.737,0.0030000000000001137,0.27341304183006265
1770164777.6814637,0.987200915813446,14.007026329636574,14.007026329636574,13.74,15.0,13.737,0.0030000000000001137,0.2670263296365736
1770164777.7131252,0.9872366786003113,14.00805450975895,14.00805450975895,13.74,15.0,13.737,0.0030000000000001137,0.26805450975894907
