# port: port_a
# ramp_rate_psi_s: 5.0
# start_pressure_psia: 30.0
# end_pressure_psia: 50.0
# settle_time_s: 3.0
# total_samples: 610

timestamp,elapsed_time,phase,transducer_voltage,transducer_pressure_calc,alicat_pressure,alicat_setpoint,alicat_gauge,alicat_baro,ramp_rate_commanded,offset_calc
460554.5446191,0.0,start,1.549458622932434,30.17193540930748,29.82,30.0,16.09,13.73,0.0,0.3519354093074796
460554.5812841,0.0,start,1.550459623336792,30.20071417093277,29.82,30.0,16.09,13.73,0.0,0.3807141709327695
460554.5896453,0.0,start,1.55103600025177,30.217285007238388,29.82,30.0,16.09,13.73,0.0,0.3972850072383878
460554.5979591,0.0,start,1.550749659538269,30.209052711725235,29.86,30.0,16.13,13.73,0.0,0.34905271172523555
460554.6296232,0.0,start,1.5508003234863281,30.210509300231934,29.86,30.0,16.13,13.73,0.0,0.35050930023193416
460554.6378992,0.0,start,1.5506435632705688,30.206002444028854,29.86,30.0,16.13,13.73,0.0,0.34600244402885494
460554.6466583,0.0,start,1.5514705181121826,30.22977739572525,29.86,30.0,16.13,13.73,0.0,0.3697773957252508
460554.6546927,0.0,start,1.5511890649795532,30.221685618162155,29.88,30.0,16.15,13.73,0.0,0.34168561816215615
460554.693105,0.0,start,1.5520654916763306,30.246882885694504,29.88,30.0,16.15,13.73,0.0,0.3668828856945048
460554.7018715,0.0,start,1.552140712738037,30.249045491218567,29.88,30.0,16.15,13.73,0.0,0.3690454912185679
460554.7108546,0.0,start,1.551966667175293,30.244041681289673,29.91,30.0,16.18,13.73,0.0,0.3340416812896727
460554.7412754,0.0,start,1.552872657775879,30.27008891105652,29.91,30.0,16.18,13.73,0.0,0.3600889110565184
460554.7500503,0.0,start,1.5527443885803223,30.266401171684265,29.91,30.0,16.18,13.73,0.0,0.356401171684265
460554.7585905,0.0,start,1.5531800985336304,30.278927832841873,29.91,30.0,16.18,13.73,0.0,0.368927832841873
460554.766949,0.0,start,1.5524295568466187,30.257349759340286,29.92,30.0,16.19,13.73,0.0,0.33734975934028455
460554.8051391,0.0,start,1.5535552501678467,30.289713442325592,29.92,30.0,16.19,13.73,0.0,0.36971344232559034
460554.8139034,0.0,start,1.5534120798110962,30.285597294569016,29.92,30.0,16.19,13.73,0.0,0.3655972945690138
460554.8221983,0.0,start,1.5535392761230469,30.289254188537598,29.94,30.0,16.21,13.73,0.0,0.3492541885375964
460554.8535866,0.0,start,1.5530084371566772,30.27399256825447,29.94,30.0,16.21,13.73,0.0,0.33399256825446955
460554.8621238,0.0,start,1.5539699792861938,30.301636904478073,29.94,30.0,16.21,13.73,0.0,0.36163690447807184
460554.8708162,0.0,start,1.5541292428970337,30.30621573328972,29.94,30.0,16.21,13.73,0.0,0.36621573328971735
460554.879445,0.0,start,1.553736686706543,30.29492974281311,29.95,30.0,16.22,13.73,0.0,0.34492974281311106
460554.9173005,0.0,start,1.5544415712356567,30.31519517302513,29.95,30.0,16.22,13.73,0.0,0.36519517302513194
460554.9263371,0.0,start,1.554028034210205,30.303305983543396,29.95,30.0,16.22,13.73,0.0,0.3533059835433967
460554.935179,0.0,start,1.5542995929718018,30.3111132979393,29.96,30.0,16.23,13.73,0.0,0.3511132979392997
460554.9649658,0.0,start,1.5545144081115723,30.317289233207703,29.96,30.0,16.23,13.73,0.0,0.3572892332077018
460554.973557,0.0,start,1.5546143054962158,30.320161283016205,29.96,30.0,16.23,13.73,0.0,0.360161283016204
460554.9821381,0.0,start,1.5546303987503052,30.320623964071274,29.96,30.0,16.23,13.73,0.0,0.36062396407127295
460554.9909273,0.0,start,1.5543773174285889,30.31334787607193,29.97,30.0,16.24,13.73,0.0,0.34334787607193107
460555.0285628,0.0,start,1.5540268421173096,30.30327171087265,29.97,30.0,16.24,13.73,0.0,0.3332717108726513
460555.0370818,0.0,start,1.5543711185455322,30.31316965818405,29.97,30.0,16.24,13.73,0.0,0.34316965818405265
460555.0460011,0.0,start,1.554693341255188,30.322433561086655,29.97,30.0,16.24,13.73,0.0,0.3524335610866558
460555.0769358,0.0,start,1.5550167560577393,30.331731736660004,29.97,30.0,16.24,13.73,0.0,0.3617317366600048
460555.0855712,0.0,start,1.5547477006912231,30.323996394872665,29.97,30.0,16.24,13.73,0.0,0.35399639487266654
460555.0942125,0.0,start,1.5549771785736084,30.33059388399124,29.97,30.0,16.24,13.73,0.0,0.3605938839912426
