port,source_file,offset_mean_psi,offset_std_psi,offset_std_filtered_psi,samples
port_a,quick_static_port_a_20260203_153221.csv,0.3526668250847623,0.009001702335097169,0.0038350537482038597,935
port_b,quick_static_port_b_20260203_153334.csv,-0.08322605673103065,0.014089070002498124,0.00472235203511646,926
